Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,02E1E0FE,2,0,2,0,0,0.000043,0,0.004358
1,7D97E2A4,2,2,4,0.323529,1,0.010996,0.011394,0.023161
2,5FC81836,0,1,1,0.294872,0,0,0.002806,0
3,75AB00FF,1,0,1,0,0,0.000259,0,0.002179
4,62850E24,0,2,2,0.75,0,0,0,0
5,08B8801B,1,0,1,0,0,0.000485,0,0.002179
6,061464B2,3,0,3,0,0,0.010079,0,0.022966
7,6302AC73,2,5,7,0.5,27.321429,0.005833,0.084504,0.006761
8,7A498B15,2,0,2,0,0,0.004804,0,0.00543
9,5DDE6ADB,2,9,11,0.389831,363.116667,0.005284,0.045898,0.011035
10,5D3157DD,0,1,1,0.243902,0,0,0,0
11,7F7136DE,0,1,1,0.5,0,0,0.014766,0
12,7A962541,0,1,1,1,0,0,0.000003,0
13,7DC62DFA,1,0,1,0,0,0,0,0.002179
14,0484DDE9,1,0,1,0,0,0.000496,0,0.002179
15,7D8B7AD7,2,0,2,0,0,0,0,0.004358
16,7EC8468C,3,0,3,0,0,0.000822,0,0.0092
17,7A5FAA68,6,3,9,0.409091,10.115152,0.038736,0.04207,0.044348
18,813CBD6E,0,2,2,0.571429,0,0,0.021046,0
19,7530D118,16,2,18,0.368421,48.991703,0.090629,0.043327,0.139932
20,061A259D,1,1,2,0.289941,0,0.000552,0.000286,0.002179
21,81242C74,1,2,3,0.274725,11.2,0.000157,0.014859,0.002179
22,06FECFBF,0,3,3,0.361905,0,0,0.006274,0
23,58A6B9C4,1,6,7,0.404494,9.316667,0.000496,0.053712,0.002179
24,7D269E98,5,0,5,0,0,0,0,0.01411
25,78F80572,0,1,1,1,0,0,0,0
26,806188BA,1,7,8,0.385246,11.333333,0.00089,0.031889,0.003251
27,7D6B7F02,0,7,7,0.318033,0,0,0.003622,0
28,721207F0,2,0,2,0,0,0,0,0.00625
29,7D6F4104,9,1,10,0.287129,226.066667,0.014514,0.000063,0.059483
30,5FC7A69D,5,3,8,0.388889,286.016667,0.000799,0.034358,0.030408
31,7F2E3AC9,1,0,1,0,0,0.010455,0,0.022175
32,7A3FD7E5,1,0,1,0,0,0.003698,0,0.002179
33,596AE1C4,0,2,2,0.261261,0,0,0.000472,0
34,764304E8,0,1,1,0.5,0,0,0.014766,0
35,7D9DFAF7,1,0,1,0,0,0,0,0.002179
36,80E94C47,2,4,6,1,15.5,0.000055,0,0.008904
37,7D2F5E42,0,1,1,0.5,0,0,0.014766,0
38,7FEB03BE,1,1,2,0.261719,1,0.00228,0.000103,0.003251
39,80D6524F,0,3,3,0.303279,0,0,0.000354,0
40,770A5A5D,0,1,1,0.375,0,0,0.009513,0
41,7ADA93BD,1,0,1,0,0,0.000041,0,0.003251
42,7D2F10AA,0,14,14,0.460432,0,0,0.113621,0
43,7D5A81E6,4,0,4,0,0,0.000673,0,0.011119
44,816D7F63,13,14,27,0.35443,481.260714,0.029125,0.114921,0.050107
45,58EE1929,3,0,3,0,0,0.000017,0,0.00868
46,7EDFF13F,0,2,2,0.454545,0,0,0.001011,0
47,772EBFC6,4,0,4,0,0,0.005049,0,0.010089
48,5B833E23,0,5,5,0.5,0,0,0.065859,0
49,7F0D0ECC,2,4,6,0.403846,14.833333,0.007173,0.02598,0.006761
50,7E47E674,0,2,2,1,0,0,0.000561,0
51,808FF9CE,0,1,1,0.428571,0,0,0.019551,0
52,7C494336,1,0,1,0,0,0.003698,0,0.002179
53,7AF44EAD,0,1,1,1,0,0,0,0
54,80C888C7,2,6,8,0.352518,55,0.000364,0.011822,0.004358
55,7C98E5B5,2,0,2,0,0,0.023956,0,0.006501
56,7D9CB910,0,1,1,0.5,0,0,0.014766,0
57,5B329FAE,0,1,1,0.289474,0,0,0.001008,0
58,81481D38,0,11,11,0.483871,0,0,0.09549,0
59,7E2EB541,0,4,4,1,0,0,0,0
60,7FD5B82A,1,0,1,0,0,0.000757,0,0.002179
61,7FC9F339,0,6,6,0.357143,0,0,0.008291,0
62,4C01E6B6,1,0,1,0,0,0.00847,0,0.013923
63,7E263F28,0,1,1,1,0,0,0.000399,0
64,5F692529,2,0,2,0,0,0.007453,0,0.015699
65,80713BC5,1,2,3,0.307087,12.333333,0.00089,0.000079,0.003251
66,7FDA03D9,0,1,1,1,0,0,0.009903,0
67,7E73A4C6,0,3,3,0.305085,0,0,0.024602,0
68,5AD0DA31,1,0,1,0,0,0,0,0.002179
69,78C755A4,1,2,3,0.571429,8,0,0.014859,0.003251
70,7FC26239,0,4,4,0.317073,0,0,0.001626,0
71,7F2A70BE,1,3,4,1,1,0,0,0.002179
72,7ACF6B61,0,6,6,0.339483,0,0,0.01128,0
73,7959A514,43,3,46,0.625,605.099603,0.247101,0.022713,0.661162
74,806CE9BA,3,0,3,0,0,0,0,0.007609
75,7943CC11,6,6,12,0.486486,81.907576,0.040482,0.128347,0.037589
76,7E2397FF,1,1,2,1,0,0,0,0.004322
